Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2021-12-01,19:30 (21:30),Premier League,Matchweek 14,Wed,Home,L,1,2,Chelsea,1.0,0.9,51,20388,Moussa Sissoko,4-1-4-1,David Coote,Match Report,
2021-12-04,17:30 (19:30),Premier League,Matchweek 15,Sat,Home,L,1,3,Manchester City,0.8,3.1,23,20673,Moussa Sissoko,4-1-4-1,Simon Hooper,Match Report,
2021-12-10,20:00 (22:00),Premier League,Matchweek 16,Fri,Away,L,1,2,Brentford,0.5,1.6,37,16861,Moussa Sissoko,4-2-3-1,Michael Oliver,Match Report,
2021-12-28,15:00 (17:00),Premier League,Matchweek 20,Tue,Home,L,1,4,West Ham,1.6,3.6,43,20073,Moussa Sissoko,4-1-4-1,Darren England,Match Report,
2022-01-01,15:00 (17:00),Premier League,Matchweek 21,Sat,Home,L,0,1,Tottenham,0.3,2.2,26,20391,Moussa Sissoko,4-4-2,Robert Jones,Match Report,
2022-01-08,15:00 (17:00),FA Cup,Third round proper,Sat,Away,L,1,4,Leicester City,,,48,25710,Moussa Sissoko,4-2-3-1,Mike Dean,Match Report,
2022-01-15,15:00 (17:00),Premier League,Matchweek 22,Sat,Away,D,1,1,Newcastle Utd,1.4,1.2,48,52223,Moussa Sissoko,4-3-3,Paul Tierney,Match Report,
2022-01-21,20:00 (22:00),Premier League,Matchweek 23,Fri,Home,L,0,3,Norwich City,1.2,1.1,67,20782,Moussa Sissoko,4-3-3,Mike Dean,Match Report,
2022-02-05,18:00 (20:00),Premier League,Matchweek 17,Sat,Away,D,0,0,Burnley,0.8,0.6,47,19527,Moussa Sissoko,4-4-2,Craig Pawson,Match Report,
2022-02-08,19:45 (21:45),Premier League,Matchweek 24,Tue,Away,L,0,1,West Ham,0.3,0.8,36,59581,Moussa Sissoko,4-4-2,Martin Atkinson,Match Report,
2022-02-12,15:00 (17:00),Premier League,Matchweek 25,Sat,Home,L,0,2,Brighton,0.5,1.6,36,20795,Moussa Sissoko,4-4-2,Jonathan Moss,Match Report,
2022-02-19,15:00 (17:00),Premier League,Matchweek 26,Sat,Away,W,1,0,Aston Villa,1.2,1.3,41,41936,Moussa Sissoko,4-3-3,Robert Jones,Match Report,
2022-02-23,19:30 (21:30),Premier League,Matchweek 18,Wed,Home,L,1,4,Crystal Palace,1.4,1.1,46,20012,Moussa Sissoko,4-3-3,Andre Marriner,Match Report,
2022-02-26,15:00 (17:00),Premier League,Matchweek 27,Sat,Away,D,0,0,Manchester Utd,0.6,2.8,33,73152,Moussa Sissoko,4-3-3,Kevin Friend,Match Report,
2022-03-06,14:00 (16:00),Premier League,Matchweek 28,Sun,Home,L,2,3,Arsenal,1.0,1.0,44,21142,Moussa Sissoko,4-3-3,Craig Pawson,Match Report,
2022-03-10,19:30 (21:30),Premier League,Matchweek 19,Thu,Away,L,0,4,Wolves,0.6,0.7,34,29658,Moussa Sissoko,4-3-3,Darren England,Match Report,
2022-03-13,14:00 (16:00),Premier League,Matchweek 29,Sun,Away,W,2,1,Southampton,1.7,1.4,37,28863,Moussa Sissoko,4-3-3,Graham Scott,Match Report,
2022-04-02,12:30 (13:30),Premier League,Matchweek 31,Sat,Away,L,0,2,Liverpool,0.6,2.2,27,53104,Moussa Sissoko,4-1-4-1,Stuart Attwell,Match Report,
2022-04-09,15:00 (16:00),Premier League,Matchweek 32,Sat,Home,L,0,3,Leeds United,1.1,0.7,49,20957,Moussa Sissoko,4-3-3,Andre Marriner,Match Report,
2022-04-16,15:00 (16:00),Premier League,Matchweek 33,Sat,Home,L,1,2,Brentford,1.7,1.9,50,21045,Moussa Sissoko,4-3-3,Simon Hooper,Match Report,
2022-04-23,15:00 (16:00),Premier League,Matchweek 34,Sat,Away,L,1,5,Manchester City,0.5,3.6,27,53013,Moussa Sissoko,4-3-3,Kevin Friend,Match Report,
2022-04-30,15:00 (16:00),Premier League,Matchweek 35,Sat,Home,L,1,2,Burnley,1.0,1.6,47,20738,Moussa Sissoko,4-3-3,Craig Pawson,Match Report,
2022-05-07,15:00 (16:00),Premier League,Matchweek 36,Sat,Away,L,0,1,Crystal Palace,0.4,2.2,33,24622,Moussa Sissoko,4-3-3,Graham Scott,Match Report,
2022-05-11,19:45 (20:45),Premier League,Matchweek 30,Wed,Home,D,0,0,Everton,0.3,0.7,48,20653,Moussa Sissoko,4-3-3,Mike Dean,Match Report,
2022-05-15,14:00 (15:00),Premier League,Matchweek 37,Sun,Home,L,1,5,Leicester City,1.4,2.5,41,20257,Moussa Sissoko,4-3-3,Jarred Gillett,Match Report,
2022-05-22,16:00 (17:00),Premier League,Matchweek 38,Sun,Away,L,1,2,Chelsea,0.6,2.2,29,32089,Moussa Sissoko,4-3-3,Mike Dean,Match Report,
