Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2021-10-27,19:45 (20:45),EFL Cup,Fourth round,Wed,Away,W,2,0,Preston,,,73,22131,Joe Gomez,4-3-3,David Coote,Match Report,
2021-10-30,15:00 (16:00),Premier League,Matchweek 10,Sat,Home,D,2,2,Brighton,1.5,1.0,58,52598,Jordan Henderson,4-3-3,Mike Dean,Match Report,
2021-11-03,20:00 (22:00),Champions Lg,Group stage,Wed,Home,W,2,0,es Atlético Madrid,3.0,0.2,71,51347,Jordan Henderson,4-3-3,Danny Makkelie,Match Report,
2021-11-07,16:30 (18:30),Premier League,Matchweek 11,Sun,Away,L,2,3,West Ham,1.2,1.0,69,59909,Jordan Henderson,4-3-3,Craig Pawson,Match Report,
2021-11-20,17:30 (19:30),Premier League,Matchweek 12,Sat,Home,W,4,0,Arsenal,4.3,0.4,62,53092,Virgil van Dijk,4-3-3,Michael Oliver,Match Report,
2021-11-24,20:00 (22:00),Champions Lg,Group stage,Wed,Home,W,2,0,pt Porto,0.6,1.1,58,52209,Alisson,4-3-3,Felix Zwayer,Match Report,
2021-11-27,15:00 (17:00),Premier League,Matchweek 13,Sat,Home,W,4,0,Southampton,2.9,1.0,64,53040,Jordan Henderson,4-3-3,Andre Marriner,Match Report,
2021-12-01,20:15 (22:15),Premier League,Matchweek 14,Wed,Away,W,4,1,Everton,2.4,0.7,67,39641,Jordan Henderson,4-3-3,Paul Tierney,Match Report,
2021-12-04,15:00 (17:00),Premier League,Matchweek 15,Sat,Away,W,1,0,Wolves,2.7,0.1,66,30729,Jordan Henderson,4-3-3,Chris Kavanagh,Match Report,
2021-12-07,21:00 (22:00),Champions Lg,Group stage,Tue,Away,W,2,1,it Milan,1.9,1.4,52,56237,Alisson,4-3-3,Danny Makkelie,Match Report,
2021-12-11,15:00 (17:00),Premier League,Matchweek 16,Sat,Home,W,1,0,Aston Villa,2.2,0.2,62,53093,Jordan Henderson,4-3-3,Stuart Attwell,Match Report,
2021-12-16,20:00 (22:00),Premier League,Matchweek 17,Thu,Home,W,3,1,Newcastle Utd,2.7,0.3,74,52951,Jordan Henderson,4-3-3,Mike Dean,Match Report,
2021-12-19,16:30 (18:30),Premier League,Matchweek 18,Sun,Away,D,2,2,Tottenham,1.1,3.0,56,45421,James Milner,4-3-3,Paul Tierney,Match Report,
2021-12-22,19:45 (21:45),EFL Cup,Quarter-finals,Wed,Home,D,3 (5),3 (4),Leicester City,,,66,52020,Jordan Henderson,4-3-3,Andy Madley,Match Report,Liverpool won on penalty kicks following extra time
2021-12-28,20:00 (22:00),Premier League,Matchweek 20,Tue,Away,L,0,1,Leicester City,2.3,0.4,63,32230,Jordan Henderson,4-3-3,Michael Oliver,Match Report,
2022-01-02,16:30 (18:30),Premier League,Matchweek 21,Sun,Away,D,2,2,Chelsea,1.3,1.2,46,40072,Jordan Henderson,4-3-3,Anthony Taylor,Match Report,
2022-01-09,14:00 (16:00),FA Cup,Third round proper,Sun,Home,W,4,1,Shrewsbury,,,83,52226,Virgil van Dijk,4-3-3,David Coote,Match Report,
2022-01-13,19:45 (21:45),EFL Cup,Semi-finals,Thu,Home,D,0,0,Arsenal,,,78,52377,Jordan Henderson,4-3-3,Michael Oliver,Match Report,Leg 1 of 2
2022-01-16,14:00 (16:00),Premier League,Matchweek 22,Sun,Home,W,3,0,Brentford,2.7,0.7,68,52824,Jordan Henderson,4-3-3,Jonathan Moss,Match Report,
2022-01-20,19:45 (21:45),EFL Cup,Semi-finals,Thu,Away,W,2,0,Arsenal,,,54,59360,Jordan Henderson,4-3-3,Martin Atkinson,Match Report,Leg 2 of 2; Liverpool won
2022-01-23,14:00 (16:00),Premier League,Matchweek 23,Sun,Away,W,3,1,Crystal Palace,1.9,2.2,57,25002,Jordan Henderson,4-3-3,Kevin Friend,Match Report,
2022-02-06,12:00 (14:00),FA Cup,Fourth round proper,Sun,Home,W,3,1,Cardiff City,,,80,51268,Jordan Henderson,4-3-3,Andy Madley,Match Report,
2022-02-10,19:45 (21:45),Premier League,Matchweek 24,Thu,Home,W,2,0,Leicester City,1.8,0.5,64,53050,Virgil van Dijk,4-3-3,Chris Kavanagh,Match Report,
2022-02-13,14:00 (16:00),Premier League,Matchweek 25,Sun,Away,W,1,0,Burnley,1.7,1.5,66,19563,Jordan Henderson,4-3-3,Martin Atkinson,Match Report,
2022-02-16,21:00 (22:00),Champions Lg,Round of 16,Wed,Away,W,2,0,it Inter,1.0,0.6,54,37918,Virgil van Dijk,4-3-3,Szymon Marciniak,Match Report,Leg 1 of 2
2022-02-19,15:00 (17:00),Premier League,Matchweek 26,Sat,Home,W,3,1,Norwich City,3.6,0.6,69,53135,Jordan Henderson,4-3-3,Mike Dean,Match Report,
2022-02-23,19:45 (21:45),Premier League,Matchweek 19,Wed,Home,W,6,0,Leeds United,5.9,0.2,63,53018,Virgil van Dijk,4-3-3,Michael Oliver,Match Report,
2022-02-27,16:30 (18:30),EFL Cup,Final,Sun,Away,D,0 (11),0 (10),Chelsea,,,55,88512,Jordan Henderson,4-3-3,Stuart Attwell,Match Report,Liverpool won on penalty kicks following extra time
2022-03-02,20:15 (22:15),FA Cup,Fifth round proper,Wed,Home,W,2,1,Norwich City,,,65,52231,Jordan Henderson,4-3-3,Martin Atkinson,Match Report,
2022-03-05,17:30 (19:30),Premier League,Matchweek 28,Sat,Home,W,1,0,West Ham,2.4,1.3,68,59925,Jordan Henderson,4-3-3,Jonathan Moss,Match Report,
2022-03-08,20:00 (22:00),Champions Lg,Round of 16,Tue,Home,L,0,1,it Inter,1.8,0.5,62,51747,Virgil van Dijk,4-3-3,Antonio Matéu Lahoz,Match Report,Leg 2 of 2; Liverpool won
2022-03-12,12:30 (14:30),Premier League,Matchweek 29,Sat,Away,W,2,0,Brighton,2.2,0.5,48,31474,Jordan Henderson,4-3-3,Mike Dean,Match Report,
2022-03-16,20:15 (22:15),Premier League,Matchweek 27,Wed,Away,W,2,0,Arsenal,0.8,0.5,51,59968,Jordan Henderson,4-3-3,Andre Marriner,Match Report,
2022-03-20,18:00 (20:00),FA Cup,Quarter-finals,Sun,Away,W,1,0,Nott'ham Forest,,,65,28584,Virgil van Dijk,4-3-3,Craig Pawson,Match Report,
2022-04-02,12:30 (13:30),Premier League,Matchweek 31,Sat,Home,W,2,0,Watford,2.2,0.6,73,53104,Jordan Henderson,4-3-3,Stuart Attwell,Match Report,
2022-04-05,20:00 (21:00),Champions Lg,Quarter-finals,Tue,Away,W,3,1,pt Benfica,3.9,1.2,65,59633,Virgil van Dijk,4-3-3,Jesús Gil,Match Report,Leg 1 of 2
2022-04-10,16:30 (17:30),Premier League,Matchweek 32,Sun,Away,D,2,2,Manchester City,1.3,1.3,45,53197,Jordan Henderson,4-3-3,Anthony Taylor,Match Report,
2022-04-13,20:00 (21:00),Champions Lg,Quarter-finals,Wed,Home,D,3,3,pt Benfica,1.8,1.2,66,51373,Jordan Henderson,4-3-3,Serdar Gözübüyük,Match Report,Leg 2 of 2; Liverpool won
2022-04-16,15:30 (16:30),FA Cup,Semi-finals,Sat,Away,W,3,2,Manchester City,,,51,73793,Virgil van Dijk,4-3-3,Michael Oliver,Match Report,
2022-04-19,20:00 (21:00),Premier League,Matchweek 30,Tue,Home,W,4,0,Manchester Utd,2.0,0.1,71,52686,Jordan Henderson,4-3-3,Martin Atkinson,Match Report,
2022-04-24,16:30 (17:30),Premier League,Matchweek 34,Sun,Home,W,2,0,Everton,1.7,0.4,82,53213,Virgil van Dijk,4-3-3,Stuart Attwell,Match Report,
2022-04-27,20:00 (21:00),Champions Lg,Semi-finals,Wed,Home,W,2,0,es Villarreal,1.6,0.1,73,51586,Jordan Henderson,4-3-3,Szymon Marciniak,Match Report,Leg 1 of 2
2022-04-30,12:30 (13:30),Premier League,Matchweek 35,Sat,Away,W,1,0,Newcastle Utd,2.3,0.2,64,52281,Jordan Henderson,4-3-3,Andre Marriner,Match Report,
2022-05-03,21:00,Champions Lg,Semi-finals,Tue,Away,W,3,2,es Villarreal,2.5,1.2,55,23665,Virgil van Dijk,4-3-3,Danny Makkelie,Match Report,Leg 2 of 2; Liverpool won
2022-05-07,19:45 (20:45),Premier League,Matchweek 36,Sat,Home,D,1,1,Tottenham,1.3,0.9,64,53177,Jordan Henderson,4-3-3,Michael Oliver,Match Report,
2022-05-10,20:00 (21:00),Premier League,Matchweek 33,Tue,Away,W,2,1,Aston Villa,1.8,1.4,60,41919,Virgil van Dijk,4-3-3,Jonathan Moss,Match Report,
2022-05-14,16:45 (17:45),FA Cup,Final,Sat,Away,D,0 (6),0 (5),Chelsea,,,53,84897,Jordan Henderson,4-3-3,Craig Pawson,Match Report,Liverpool won on penalty kicks following extra time
2022-05-17,19:45 (20:45),Premier League,Matchweek 37,Tue,Away,W,2,1,Southampton,1.3,0.1,70,31588,James Milner,4-3-3,Martin Atkinson,Match Report,
2022-05-22,16:00 (17:00),Premier League,Matchweek 38,Sun,Home,W,3,1,Wolves,2.7,1.3,63,53097,Jordan Henderson,4-3-3,Anthony Taylor,Match Report,
2022-05-28,21:30,Champions Lg,Final,Sat,Neutral,L,0,1,es Real Madrid,2.2,0.9,54,75000,Jordan Henderson,4-3-3,Clément Turpin,Match Report,
